record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_000945	1	acute coronary	akute Koronarsyndrom	akute Koronarerkrankung	Signs and symptoms related to acute ischemia of the myocardium secondary to coronary artery disease. The clinical presentation covers a spectrum of heart diseases from unstable angina to myocardial infarction.	Sudden blockage of blood to the heart.	Plötzliche Unterbrechung der Blutversorgung des Herzens.
CARDIO_000946	1	monitor	Monitor	Monitor	In medicine, to regularly watch and check a person or condition to see if there is any change. Also refers to a device that records and/or displays patient data, such as for an electrocardiogram (EKG).	A monitor is a machine that checks a patient's important health signs and alerts if something is not right.	Ein Monitor ist ein Gerät, das die wichtigen Vitalparameter eines Patienten überwacht und Alarm auslöst, wenn etwas nicht in Ordnung ist.
CARDIO_000947	1	eclampsia	Eklampsie	Eklampsie	Onset of HYPERREFLEXIA; SEIZURES; or COMA in a previously diagnosed pre-eclamptic patient (PRE-ECLAMPSIA).	Seizures during or after pregnancy caused by high blood pressure and other issues.	Krampfanfälle während oder nach der Schwangerschaft, die durch Bluthochdruck und andere Ursachen hervorgerufen werden.
CARDIO_000948	42	heart disease	Herzerkrankung	Herzerkrankung	Pathological conditions involving the HEART including its structural and functional abnormalities.	Heart disease is a health problem that impacts the heart or blood vessels.	Herzerkrankungen sind Gesundheitsprobleme, die das Herz oder die Blutgefäße betreffen.
CARDIO_000949	12	brain stem	Hirnstamm	Hirnstamm	The part of the brain that connects the CEREBRAL HEMISPHERES with the SPINAL CORD. It consists of the MESENCEPHALON; PONS; and MEDULLA OBLONGATA.	The brain stem controls vital functions like breathing and heart rate.	Der Hirnstamm steuert lebenswichtige Funktionen wie die Atmung und die Herzfrequenz.
CARDIO_000950	1	wide complex tachycardias	Tachykardien mit breiten Komplexen	Tachykardien mit breitem Komplex	wide complex tachycardias	Fast heart rate with prolonged QRS complex on an ECG.	Schnelle Herzfrequenz mit verlängertem QRS-Komplex im EKG.
CARDIO_000951	41	right coronary artery	rechte Koronararterie	rechte Koronararterie	A coronary artery that originates above the right coronary cusp and supplies blood predominantly to the right side of the heart.	A blood vessel on the right side of the heart that brings blood to the heart.	Ein Blutgefäß auf der rechten Seite des Herzens, das Blut zum Herzen führt.
CARDIO_000952	2	treadmill stress test	Belastungstest auf dem Laufband	Laufband-Belastungstest	treadmill stress test	A treadmill stress test checks if your heart is working properly.	Ein Laufband-Belastungstest dient dazu, zu überprüfen, ob Ihr Herz ordnungsgemäß funktioniert.
CARDIO_000953	4	endoleak	Endoleck	Endoleak	Postoperative hemorrhage from an endovascular AORTIC ANEURYSM repaired with endoluminal placement of stent grafts (BLOOD VESSEL PROSTHESIS IMPLANTATION). It is associated with pressurization, expansion, and eventual rupture of the aneurysm.	Endoleak is a complication that can happen after surgery to fix blood vessels.	Ein Endoleak ist eine Komplikation, die nach einer Operation zur Behandlung von Blutgefäßerkrankungen auftreten kann.
CARDIO_000954	7	cardiopulmonary bypass	Herz-Lungen-Bypass	kardiopulmonaler Bypass	Apparatus that provides mechanical circulatory support during open-heart surgery, by passing the heart to facilitate surgery on the organ. The basic function of the machine is to oxygenate the body's venous supply of blood and then pump it back into the arterial system. The machine also provides intracardiac suction, filtration, and temperature control. Some of the more important components of these machines include pumps, oxygenators, temperature regulators, and filters. (UMDNS, 1999)	Using a machine to pump blood during heart surgery.	Einsatz einer Maschine zur Blutumwälzung während einer Herzoperation.
CARDIO_000955	5	cardioplegia	Kardioplegie	Kardioplegie	A procedure to stop the contraction of MYOCARDIUM during HEART SURGERY. It is usually achieved with the use of chemicals (CARDIOPLEGIC SOLUTIONS) or cold temperature (such as chilled perfusate).	Stoppping the heart intentionally during heart surgery.	Das Herz während einer Herzoperation absichtlich zum Stillstand bringen.
CARDIO_000956	2	radioactive iodine	radioaktives Jod	radioaktives Jod	Radioactive substances added in minute amounts to the reacting elements or compounds in a chemical process and traced through the process by appropriate detection methods, e.g., Geiger counter. Compounds containing tracers are often said to be tagged or labeled. (Hawley's Condensed Chemical Dictionary, 12th ed) iodine	A treatment given for thyroid issues that impact heart rate and other important functions.	Eine Behandlung bei Schilddrüsenproblemen, die sich auf die Herzfrequenz und andere wichtige Funktionen auswirken.
CARDIO_000957	1	predilate	vorher ausdehnen	vorerweitern	The act of dilating.	Predilate means to widen an artery before a heart procedure.	„Predilate“ bedeutet, eine Arterie vor einem Herz Eingriff zu erweitern.
CARDIO_000958	48	angioplasty	Angioplastie	Angioplastie	Reconstruction or repair of a blood vessel, which includes the widening of a pathological narrowing of an artery or vein by the removal of atheromatous plaque material and/or the endothelial lining as well, or by dilatation (BALLOON ANGIOPLASTY) to compress an ATHEROMA. Except for ENDARTERECTOMY, usually these procedures are performed via catheterization as minimally invasive ENDOVASCULAR PROCEDURES.	Angioplasty is a procedure that widens a narrowed blood vessel.	Die Angioplastie ist ein Eingriff, bei dem ein verengtes Blutgefäß erweitert wird.
CARDIO_000959	1	reangioplasty	Reangioplastik	Reangioplastik	Reconstruction or repair of a blood vessel, which includes the widening of a pathological narrowing of an artery or vein by the removal of atheromatous plaque material and/or the endothelial lining as well, or by dilatation (BALLOON ANGIOPLASTY) to compress an ATHEROMA. Except for ENDARTERECTOMY, usually these procedures are performed via catheterization as minimally invasive ENDOVASCULAR PROCEDURES.	Doing a surgery again to open up a narrow blood vessel.	Erneut eine Operation durchführen, um ein verengt Blutgefäß zu erweitern.
CARDIO_000960	1	anterior cerebral	vorderer Hirnbereich	vorderer Hirnarterie	MYOCARDIAL INFARCTION in which the anterior wall of the heart is involved. Anterior wall myocardial infarction is often caused by occlusion of the left anterior descending coronary artery. It can be categorized as anteroseptal or anterolateral wall myocardial infarction. cerebral	It's a blood vessel that supplies blood to the brain.	Es handelt sich um ein Blutgefäß, das das Gehirn mit Blut versorgt.
CARDIO_000961	2	AAA	AAA	AAA	An abnormal balloon- or sac-like dilatation in the wall of AORTA.	When a big blood vessel near your heart gets swollen, it's called AAA.	Wenn sich ein großes Blutgefäß in der Nähe des Herzens ausbeult, spricht man von einem AAA.
CARDIO_000962	4	drug - eluting stent	medikamentenfreisetzender Stent	medikamentenfreisetzender Stent	An identifier for a drug for which administration has ended. - eluting Devices that provide support for tubular structures that are being anastomosed or for body cavities during skin grafting.	A drug-eluting stent slowly releases medication to keep a blocked artery open.	Ein medikamentenbeschichteter Stent gibt nach und nach Wirkstoffe ab, um eine verstopfte Arterie offen zu halten.
CARDIO_000963	52	subclavian	subklavikulär	Subclavia	Artery arising from the brachiocephalic trunk on the right side and from the arch of the aorta on the left side. It distributes to the neck, thoracic wall, spinal cord, brain, meninges, and upper limb.	An area on the upper chest below the collarbone.	Ein Bereich im oberen Brustbereich unterhalb des Schlüsselbeins.
CARDIO_000964	1	vascular endothelium	Gefäßendothel	Gefäßendothel	A layer of epithelium that lines the heart, blood vessels (ENDOTHELIUM, VASCULAR), lymph vessels (ENDOTHELIUM, LYMPHATIC), and the serous cavities of the body.	The lining cells found inside the heart and blood vessels.	Die Auskleidungszellen, die im Inneren des Herzens und der Blutgefäße zu finden sind.
CARDIO_000965	1	idioventricular paced	idioventrikulär stimuliert	idioventrikulär stimuliert	An electrocardiographic finding of three or more consecutive complexes of ventricular origin with a rate less than a certain threshold (100 or 120 beats per minute are commonly used). The QRS complexes are wide and have an abnormal morphology. (CDISC) paced	Heart rhythm set by the heart's ventricles determining the heartbeat speed.	Der Herzrhythmus wird von den Herzkammern bestimmt, die die Herzfrequenz festlegen.
CARDIO_000966	1	hemorrhagic CVA	hämorrhagischer Schlaganfall	hämorrhagischer Schlaganfall	Intraocular hemorrhage from the vessels of various tissues of the eye. A group of pathological conditions characterized by sudden, non-convulsive loss of neurological function due to BRAIN ISCHEMIA or INTRACRANIAL HEMORRHAGES. Stroke is classified by the type of tissue NECROSIS, such as the anatomic location, vasculature involved, etiology, age of the affected individual, and hemorrhagic vs. non-hemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810)	Sudden bleeding in or around the brain that can be more serious than a regular stroke.	Plötzliche Blutungen im oder um das Gehirn herum, die schwerwiegender sein können als ein gewöhnlicher Schlaganfall.
CARDIO_000967	1	Q - R axis	Q–R-Achse	Q-R-Achse	A non-essential amino acid present abundantly throughout the body and is involved in many metabolic processes. It is synthesized from GLUTAMIC ACID and AMMONIA. It is the principal carrier of NITROGEN in the body and is an important energy source for many cells. - A unit of exposure to ionizing radiation in CGS system. One roentgen is the amount of gamma or x-rays required to produce ions resulting in a charge of 2.58E-4 coulombs/kilogram of air under standard conditions. axis	A way to show how electricity moves in the heart on an ECG.	Eine Möglichkeit, anhand eines EKGs zu veranschaulichen, wie sich der Strom im Herzen ausbreitet.
CARDIO_000968	1	V-V offset	V-V-Versatz	V-V-Offset	V-V offset	A pacemaker setting that adjusts the timing between the heart's two ventricles.	Eine Herzschrittmacher-Einstellung, die das Timing zwischen den beiden Herzkammern reguliert.
CARDIO_000969	7	left ventricular function	Funktion des linken Ventrikels	Funktion des linken Ventrikels	The hemodynamic and electrophysiological action of the HEART VENTRICLES.	How well the main part of the heart pumps blood.	Wie gut der Hauptteil des Herzens Blut pumpt.
CARDIO_000970	12	intracerebral hemorrhage	intrazerebrale Blutung	intrazerebrale Blutung	Bleeding into one or both CEREBRAL HEMISPHERES including the BASAL GANGLIA and the CEREBRAL CORTEX. It is often associated with HYPERTENSION and CRANIOCEREBRAL TRAUMA.	Bleeding inside the brain, a type of stroke.	Eine Blutung im Gehirn, eine Form des Schlaganfalls.
CARDIO_000971	1	off -	aus -	off -	To cease by degrees; decrease; diminish. -	A technique for coronary bypasses that doesn't require a heart-lung bypass machine.	Eine Technik für Koronarbypässe, bei der keine Herz-Lungen-Maschine erforderlich ist.
CARDIO_000972	20	right atrial	rechtes Vorhof	rechter Vorhof	The chambers of the heart, to which the BLOOD returns from the circulation.	The right atrial is the upper chamber of the heart that receives blood from the body and head.	Der rechte Vorhof ist die obere Herzkammer, die das Blut aus dem Körper und dem Kopf aufnimmt.
CARDIO_000973	1	P	P	P	P	An abnormal heart activity that may indicate an issue with the upper chambers of the heart when seen on an electrocardiogram.	Eine abnormale Herzaktivität, die im Elektrokardiogramm auf ein Problem mit den oberen Herzkammern hindeuten kann.
CARDIO_000974	12	VT	VT	VT	An abnormally rapid ventricular rhythm usually in excess of 150 beats per minute. It is generated within the ventricle below the BUNDLE OF HIS, either as autonomic impulse formation or reentrant impulse conduction. Depending on the etiology, onset of ventricular tachycardia can be paroxysmal (sudden) or nonparoxysmal, its wide QRS complexes can be uniform or polymorphic, and the ventricular beating may be independent of the atrial beating (AV dissociation).	A heart rhythm problem where the lower chambers beat too quickly, affecting blood pumping.	Eine Herzrhythmusstörung, bei der die unteren Herzkammern zu schnell schlagen, was die Blutförderung beeinträchtigt.
CARDIO_000975	6	TR	TR	TR	Backflow of blood from the RIGHT VENTRICLE into the RIGHT ATRIUM due to imperfect closure of the TRICUSPID VALVE.	When a heart valve doesn't close properly, letting blood leak back into the heart.	Wenn eine Herzklappe nicht richtig schließt, fließt Blut zurück ins Herz.
CARDIO_000976	13	defibrillation	Defibrillation	Defibrillation	An electrical current applied to the HEART to terminate a CARDIAC ARRHYTHMIA.	Applying electricity to reset or restart the heart's natural beating pattern.	Anwendung von elektrischem Strom, um den natürlichen Herzrhythmus wiederherzustellen oder neu zu starten.
CARDIO_000977	3	posterolateral branch	posterolateraler Ast	posterolateraler Ast	In an individual with a left-dominant heart, this is the second branch that arises from the circumflex artery atrioventricular groove continuation when counted from proximal to distal. It supplies the posterolateral wall.	One of the branches off an artery that supplies blood to the heart.	Einer der Äste einer Arterie, die das Herz mit Blut versorgt.
CARDIO_000978	1	Guidant Easytrak 2 IS1 lead	Guidant Easytrak 2 IS1-Elektrode	Guidant Easytrak 2 IS1-Elektrode	Guidant Easytrak 2 IS1 lead	A component of a pacemaker system.	Eine Komponente eines Herzschrittmachersystems.
CARDIO_000979	23	regurgitation	Regurgitation	Regurgitation	Flow in the opposite direction from normal, as the casting up of undigested food or gas from the stomach, or the backward flowing of blood into the heart, or between the chambers of the heart when a valve is incompetent.	When blood flows backward in the heart because of leaky valves.	Wenn das Blut im Herzen aufgrund undichter Herzklappen rückwärts fließt.
CARDIO_000980	7	flecainide	Flecainid	Flecainid	A potent anti-arrhythmia agent, effective in a wide range of ventricular and atrial ARRHYTHMIAS and TACHYCARDIAS.	A medication that helps lower extremely high heart rates.	Ein Medikament, das dabei hilft, extrem hohe Herzfrequenzen zu senken.
CARDIO_000981	7	AV nodal	AV-Knoten	AV-Knoten	A small nodular mass of specialized muscle fibers located in the interatrial septum near the opening of the coronary sinus. It gives rise to the atrioventricular bundle of the conduction system of the heart. nodal	Special cells in the heart that help regulate heart rate.	Spezielle Zellen im Herzen, die zur Regulierung der Herzfrequenz beitragen.
CARDIO_000982	2	congestive failure	Herzinsuffizienz	kongestive Herzinsuffizienz	Heart failure accompanied by EDEMA, such as swelling of the legs and ankles and congestion in the lungs.	The heart struggles to distribute blood efficiently throughout the body.	Das Herz hat Mühe, das Blut effizient im gesamten Körper zu verteilen.
CARDIO_000983	33	C3	C3	C3	A unipolar electrocardiogram lead site; the electrode is placed on the anterior chest wall midway between leads V2 and V4. In large and small animals, it is placed over the dorsal spinous process of the 7th thoracic vertebra.	The third neck bone.	Der dritte Halswirbel.
CARDIO_000984	1	postventricular atrial refractory	postventrikuläre atriale Refraktärphase	postventrikuläre atriale Refraktärphase	postventricular atrial refractory	A pacemaker setting that gives the heart a rest period after detecting or stimulating activity in the ventricles to prevent fast heartbeats.	Eine Herzschrittmacher-Einstellung, die dem Herzen nach der Erkennung oder Stimulation von Aktivität in den Herzkammern eine Ruhephase gewährt, um einen schnellen Herzschlag zu verhindern.
CARDIO_000985	26	cardiology	Kardiologie	Kardiologie	The study of the heart, its physiology, and its functions.	Cardiology is the study of heart-related issues.	Die Kardiologie befasst sich mit Fragen rund um das Herz.
CARDIO_000986	1	vagi	vagi	vagi	vagi	It's a nerve that controls functions like heart rate, breathing, digestion, and sweating.	Es handelt sich um einen Nerv, der Funktionen wie Herzfrequenz, Atmung, Verdauung und Schweißbildung steuert.
CARDIO_000987	1	cardiologists	Kardiologen	Kardiologen	Qualified medical professionals who specialize in preventing and treating disorders of the heart and CARDIOVASCULAR SYSTEM.	A heart doctor who specializes in treating heart problems.	Ein Kardiologe, der sich auf die Behandlung von Herzproblemen spezialisiert hat.
CARDIO_000988	1	reflex tachycardia	Reflex-Tachykardie	Reflex-Tachykardie	An automatic response to a stimulus beginning with a nerve impulse from a receptor and ending with the action of an effector such as a gland or a muscle. Signaling never reaches a level of consciousness. [GOC:dph, ISBN:0877797099] tachycardia	Fast heart rate that happens when blood pressure drops.	Schneller Herzschlag, der auftritt, wenn der Blutdruck sinkt.
CARDIO_000989	3	nitroprusside	Nitroprussid	Nitroprussid	A powerful vasodilator used in emergencies to lower blood pressure or to improve cardiac function. It is also an indicator for free sulfhydryl groups in proteins.	A drug that helps blood vessels relax and widen.	Ein Medikament, das dazu beiträgt, dass sich die Blutgefäße entspannen und erweitern.
CARDIO_000990	1	postaortic valve replacement	Ersatz der Postaortalklappe	Nach der Aortenklappenersatzoperation	Surgery performed with the purpose of replacing a degenerated, calcified, malformed, dysfunctional, etc. aortic valve with a bioprosthetic, homograft, or autograft valve.	Heart valve replacement surgery.	Herzklappenersatzoperation.
CARDIO_000991	6	stress test	Stresstest	Belastungstest	Controlled physical activity which is performed in order to allow assessment of physiological functions, particularly cardiovascular and pulmonary, but also aerobic capacity. Maximal (most intense) exercise is usually required but submaximal exercise is also used.	Performing a test to see how much pressure or strain something can handle in order to assess its strength or weakness.	Durchführung einer Prüfung, um festzustellen, wie viel Druck oder Belastung etwas aushalten kann, um seine Stärken und Schwächen zu beurteilen.
CARDIO_000992	1	devitalized	abgestorben	devitalisiert	Death of pulp tissue with or without bacterial invasion. When the necrosis is due to ischemia with superimposed bacterial infection, it is referred to as pulp gangrene. When the necrosis is non-bacterial in origin, it is called pulp mummification.	To become dead or lifeless because there is not enough oxygen and nutrients.	Absterben oder Lebensfähigkeit verlieren, weil nicht genügend Sauerstoff und Nährstoffe vorhanden sind.
CARDIO_000993	16	stenting	Stentimplantation	Stentimplantation	A surgical procedure to place a stent within a vessel.	A stent is like a tiny tube that helps keep a blocked artery or duct open.	Ein Stent ist wie ein winziges Röhrchen, das dabei hilft, eine verstopfte Arterie oder einen verstopften Gang offen zu halten.
CARDIO_000994	15	coronary sinus	Koronarsinus	Koronarsinus	A short vein that collects about two thirds of the venous blood from the MYOCARDIUM and drains into the RIGHT ATRIUM. Coronary sinus, normally located between the LEFT ATRIUM and LEFT VENTRICLE on the posterior surface of the heart, can serve as an anatomical reference for cardiac procedures.	It's a big vein where blood from the heart muscle collects.	Es handelt sich um eine große Vene, in der sich das Blut aus dem Herzmuskel sammelt.
CARDIO_000995	3	Warfarin	Warfarin	Warfarin	An anticoagulant that acts by inhibiting the synthesis of vitamin K-dependent coagulation factors. Warfarin is indicated for the prophylaxis and/or treatment of venous thrombosis and its extension, pulmonary embolism, and atrial fibrillation with embolization. It is also used as an adjunct in the prophylaxis of systemic embolism after myocardial infarction. Warfarin is also used as a rodenticide.	A medication that thins the blood to prevent blood clots.	Ein Medikament, das das Blut verdünnt, um Blutgerinnseln vorzubeugen.
CARDIO_000996	5	SIMVASTATIN	SIMVASTATIN	SIMVASTATIN	A derivative of LOVASTATIN and potent competitive inhibitor of 3-hydroxy-3-methylglutaryl coenzyme A reductase (HYDROXYMETHYLGLUTARYL COA REDUCTASES), which is the rate-limiting enzyme in cholesterol biosynthesis. It may also interfere with steroid hormone production. Due to the induction of hepatic LDL RECEPTORS, it increases breakdown of LDL CHOLESTEROL.	A medication that helps lower cholesterol levels to lessen the chance of heart problems like heart attacks and strokes.	Ein Medikament, das dabei hilft, den Cholesterinspiegel zu senken, um das Risiko für Herzprobleme wie Herzinfarkte und Schlaganfälle zu verringern.
CARDIO_000997	4	LEVOTHYROXINE	LEVOTHYROXIN	LEVOTHYROXIN	A synthetic levoisomer of thyroxine (T4), similar to the endogenous hormone produced by the thyroid gland. Thyroxine is de-iodinated to form triiodothyronine (T3) in the peripheral tissues. T3 enters the cell and binds to nuclear thyroid hormone receptors, and the hormone-receptor complex in turn triggers gene expression and produces proteins required in the regulation of cellular respiration, thermogenesis, cellular growth and differentiation, and metabolism of proteins, carbohydrates and lipids. T4 and T3 also possess cardiac stimulatory effect.	Thyroid medication.	Schilddrüsenmedikamente.
CARDIO_000998	6	terazosin	Terazosin	Terazosin	A drug used to treat urinary problems caused by an enlarged prostate. It is also used to treat high blood pressure and is being studied in the treatment of other conditions. Terazosin hydrochloride relaxes muscle tissue in blood vessels and in the prostate. It is a type of alpha blocker.	A medication used for enlarged prostate and high blood pressure issues.	Ein Medikament zur Behandlung von Prostatavergrößerung und Bluthochdruck.
CARDIO_000999	2	TERAZOSIN	TERAZOSIN	TERAZOSIN	A drug used to treat urinary problems caused by an enlarged prostate. It is also used to treat high blood pressure and is being studied in the treatment of other conditions. Terazosin hydrochloride relaxes muscle tissue in blood vessels and in the prostate. It is a type of alpha blocker.	A medication that helps with prostate-related urinary issues and high blood pressure.	Ein Medikament, das bei prostatabedingten Harnproblemen und Bluthochdruck hilft.
CARDIO_001000	5	metolazone	Metolazon	Metolazon	A quinazoline-sulfonamide derived DIURETIC that functions by inhibiting SODIUM CHLORIDE SYMPORTERS.	A medication that helps in getting rid of excess water and treating high blood pressure.	Ein Medikament, das dabei hilft, überschüssiges Wasser aus dem Körper auszuscheiden und Bluthochdruck zu behandeln.
CARDIO_001001	1	METOLAZONE	METOLAZON	METOLAZON	A quinazoline-sulfonamide derived DIURETIC that functions by inhibiting SODIUM CHLORIDE SYMPORTERS.	A water pill that helps the body get rid of excess water by increasing urine production, used to treat high blood pressure.	Ein Diuretikum, das dem Körper hilft, überschüssiges Wasser durch eine erhöhte Urinausscheidung auszuscheiden, und zur Behandlung von Bluthochdruck eingesetzt wird.
CARDIO_001002	53	CAD	CAD	CAD	An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.	A condition where blood vessels leading to the heart become narrowed or blocked.	Eine Erkrankung, bei der sich die zum Herzen führenden Blutgefäße verengen oder verstopfen.
CARDIO_001003	6	Systolic	Systolisch	Systolisch	Period of contraction of the HEART, especially of the HEART VENTRICLES.	When the heart squeezes and pumps blood into the arteries during the heartbeat.	Wenn sich das Herz zusammenzieht und beim Herzschlag Blut in die Arterien pumpt.
CARDIO_001004	2	End - Systolic	Ende – systolisch	Ende – Systole	This gene in involved in endothelial cell proliferation. - Period of contraction of the HEART, especially of the HEART VENTRICLES.	When the heart finishes squeezing.	Wenn das Herz aufgehört hat zu schlagen.
CARDIO_001005	3	Ejection Fraction	Ejektionsfraktion	Ejektionsfraktion	The percentage of the end-diastolic volume pumped out of the heart during SYSTOLE.	A measure of how well the heart pumps blood, used to diagnose heart failure.	Ein Maß dafür, wie gut das Herz Blut pumpt; wird zur Diagnose von Herzinsuffizienz herangezogen.
CARDIO_001006	3	Stroke Volume	Schlagvolumen	Schlagvolumen	A disorder characterized by a decrease or absence of blood supply to the brain caused by obstruction (thrombosis or embolism) of an artery resulting in neurological damage. Volume	The amount of blood pumped by the heart in one beat.	Die Blutmenge, die das Herz bei einem Herzschlag pumpt.
CARDIO_001007	3	Cardiac Output	Herzzeitvolumen	Herzzeitvolumen	The volume of BLOOD passing through the HEART per unit of time. It is usually expressed as liters (volume) per minute so as not to be confused with STROKE VOLUME (volume per beat).	Cardiac output is how much blood your heart pumps in a minute.	Das Herzzeitvolumen gibt an, wie viel Blut Ihr Herz pro Minute pumpt.
CARDIO_001008	5	Aorta	Aorta	Aorta	The main trunk of the systemic arteries.	Aorta: The big blood vessel carrying blood from the heart to the body.	Aorta: Das große Blutgefäß, das das Blut vom Herzen in den Körper transportiert.
CARDIO_001009	2	SCLEROSIS	SKLEROSE	SKLEROSE	Hardening of the KIDNEY due to infiltration by fibrous connective tissue (FIBROSIS), usually caused by renovascular diseases or chronic HYPERTENSION. Nephrosclerosis leads to renal ISCHEMIA.	When a bone fracture heals, it thickens.	Wenn eine Knochenfraktur verheilt, verdickt sich der Knochen.
CARDIO_001010	10	pulses	Impulse	Pulse	The rate of the pulse as observed in an artery, expressed as beats per minute. It can be measured at several anatomical sites, including the wrist, neck, temple, groin, behind the knees, or on top of the foot.	Pulses are the beating of your heart.	Der Puls ist das Schlagen deines Herzens.
CARDIO_001011	28	Vital signs	Vitalparameter	Vitalparameter	The act of assessing an individual's current temperature, heart rate, respiratory rate, pulse oxygenation, and blood pressure.	Vital signs are measurements that indicate how our body is functioning, like heart rate and blood pressure.	Vitalparameter sind Messwerte, die Aufschluss über die Funktionsweise unseres Körpers geben, wie beispielsweise Herzfrequenz und Blutdruck.
CARDIO_001012	1	TPR	TPR	TPR	The resistance to blood flow offered by all systemic vasculature, excluding pulmonary vasculature. The major determinant of SVR is arteriolar tone, but blood viscosity and vascular capacitance are also contributing factors.	Vital signs that indicate body temperature, heart rate, and breathing rate.	Vitalparameter, die Aufschluss über Körpertemperatur, Herzfrequenz und Atemfrequenz geben.
CARDIO_001013	6	vital	lebenswichtig	Vitalwerte	vital	How well your body is doing based on blood pressure, heart rate, breathing rate, and temperature.	Wie gut es Ihrem Körper geht, gemessen anhand von Blutdruck, Herzfrequenz, Atemfrequenz und Temperatur.
CARDIO_001014	1	pulse - ox	Puls – Sauerstoffsättigung	Puls - ox	The rate of the pulse as observed in an artery, expressed as beats per minute. It can be measured at several anatomical sites, including the wrist, neck, temple, groin, behind the knees, or on top of the foot. - ox	A pulse-ox measures oxygen levels in your blood.	Ein Pulsoximeter misst den Sauerstoffgehalt im Blut.
CARDIO_001015	1	serosal surfaces	Serosaoberflächen	Serosaoberflächen	A thin lining of closed cavities of the body, consisting of a single layer of squamous epithelial cells (MESOTHELIUM) resting on a thin layer of CONNECTIVE TISSUE, and covered with secreted clear fluid from blood and lymph vessels. Major serous membranes in the body include PERICARDIUM; PERITONEUM; and PLEURA. refers to the surface of a tooth and all its component structures.	Serosal surfaces are the outer layers of organs like the heart and lungs.	Die Serosal-Oberflächen sind die äußeren Schichten von Organen wie dem Herzen und der Lunge.
CARDIO_001016	1	murmer	Flüstern	Herzgeräusch	murmer	A "murmur" is an unusual sound or extra heartbeat that can be heard near the heart or major blood vessels.	Ein „Herzgeräusch“ ist ein ungewöhnliches Geräusch oder ein zusätzlicher Herzschlag, der in der Nähe des Herzens oder der großen Blutgefäße zu hören ist.
CARDIO_001017	10	VALVE	VENTIL	Herzklappe	A mechanical device designed to control the flow of a fluid.	Valves are like doors in the heart and blood vessels that control the blood flow.	Herzklappen sind wie Türen im Herzen und in den Blutgefäßen, die den Blutfluss regulieren.
CARDIO_001018	6	Ventricular	Ventrikulär	Ventrikulär	Of or relating to a ventricle (of the heart or brain).	Pertaining to the lower heart chambers.	Die unteren Herzkammern betreffend.
CARDIO_001019	2	cycle lengths	Zykluslängen	Zykluslängen	The complex series of phenomena, occurring between the end of one CELL DIVISION and the end of the next, by which cellular material is duplicated and then divided between two daughter cells. The cell cycle includes INTERPHASE, which includes G0 PHASE; G1 PHASE; S PHASE; and G2 PHASE, and CELL DIVISION PHASE. The distance (measured in the direction of propagation) between two points in the same phase in consecutive cycles of a wave.	The speed at which a pacemaker is set to operate.	Die Geschwindigkeit, mit der ein Herzschrittmacher eingestellt ist.
CARDIO_001020	1	Ventricular stimulation	Ventrikuläre Stimulation	Ventrikuläre Stimulation	Of or relating to a ventricle (of the heart or brain).	A test that checks the heart's electrical activity by sending small shocks through catheters placed in the heart.	Eine Untersuchung, bei der die elektrische Aktivität des Herzens überprüft wird, indem über im Herzen platzierte Katheter kleine Stromstöße abgegeben werden.
CARDIO_001021	6	LVEF	LVEF	LVEF	The fraction of the left ventricular end diastolic volume ejected with each beat. The left ventricular ejection fraction is equal to the left ventricular stroke volume divided by the left ventricular end diastolic volume.	A measure of how effectively the heart's left ventricle pumps blood.	Ein Maß dafür, wie effektiv die linke Herzkammer Blut pumpt.
CARDIO_001022	10	LVEF	LVEF	LVEF	The fraction of the left ventricular end diastolic volume ejected with each beat. The left ventricular ejection fraction is equal to the left ventricular stroke volume divided by the left ventricular end diastolic volume.	A measure of how effectively the heart's main pumping chamber is pushing out blood.	Ein Maß dafür, wie effektiv die Hauptpumpkammer des Herzens Blut ausstößt.
CARDIO_001023	1	LVEDV	LVEDV	LVEDV	Imaged ventricular blood pool capacity within the endocardial surface in a gated scan during the time of diastole.	Amount of blood in the left ventricle right before it squeezes.	Blutmenge im linken Ventrikel unmittelbar vor der Kontraktion.
CARDIO_001024	2	Ventricular fibrillation	Kammerflimmern	Kammerflimmern	A potentially lethal cardiac arrhythmia that is characterized by uncoordinated extremely rapid firing of electrical impulses (400-600/min) in HEART VENTRICLES. Such asynchronous ventricular quivering or fibrillation prevents any effective cardiac output and results in unconsciousness (SYNCOPE). It is one of the major electrocardiographic patterns seen with CARDIAC ARREST.	A dangerous heart rhythm causing poor blood circulation.	Ein gefährlicher Herzrhythmus, der zu einer schlechten Durchblutung führt.
CARDIO_001025	1	T-shock	T-Schock	T-Schock	T-shock	A shock delivered by a pacemaker during a specific heart cycle stage that can lead to abnormal heart rhythms.	Ein Stromstoß, der von einem Herzschrittmacher in einer bestimmten Phase des Herzzyklus abgegeben wird und zu Herzrhythmusstörungen führen kann.
